"logFC" "logCPM" "PValue" "FDR"
"banana" 7.25341565620363 13.9592583043873 3.11005299258737e-31 6.22974714945175e-27
"artichoke" 7.16518799118306 10.2230891549152 6.52436035506992e-31 6.53447311362028e-27
"thyme" 7.06317943936683 8.86703906041726 1.78557952424169e-30 1.18543038445005e-26
"grapefruit" 7.03379334280732 8.94789613453652 2.68176399502789e-30 1.18543038445005e-26
"oregano" 7.04338018799955 9.88624242331069 2.95898952735773e-30 1.18543038445005e-26
"plantain" 7.01874189172144 10.3684225884931 4.36827700356179e-30 1.4583492776391e-26
"raspberry" 6.96724956358855 13.2732513986637 1.14525943101443e-29 3.27724166609287e-26
"carrot" 6.91488862240736 10.3829336175188 1.65615940618721e-29 4.146816133167e-26
"coriander" 6.87689468891764 11.4821047184468 3.17452182345075e-29 7.06542740506022e-26
"grape" 6.83703971809665 11.7632669621942 5.45891678940212e-29 1.09347562208514e-25
"arugula" 6.72784191497552 8.21634205980124 1.08476785949206e-28 1.75722638339038e-25
"cauliflower" 6.78110558678189 11.8279350869748 1.11847000415054e-28 1.75722638339038e-25
"watermelon" 6.76994145812019 10.8968624422868 1.14042948350432e-28 1.75722638339038e-25
"pepper" 6.76062640966067 11.2624864320586 1.35497344466097e-28 1.93867664785742e-25
"okra" 6.68462490919623 7.35033374844338 2.25316270699637e-28 3.00887347892295e-25
"turnip" 6.63902254453857 11.4034607569629 6.5133634920429e-28 8.15432400681946e-25
"potato" 6.61122908298491 12.4645393825752 1.0114511902669e-27 1.19178698777861e-24
"pomegranate" 6.57486032543609 11.753105179231 1.53723726715714e-27 1.71068887213471e-24
"parsnip" 6.50717508667527 10.7167045925126 3.16866021324452e-27 3.2866379603774e-24
"tomato" 6.48921293185201 9.63738362092992 3.43637778545062e-27 3.2866379603774e-24
"wasabi" 6.49662897837786 10.3508400582455 3.44562913323975e-27 3.2866379603774e-24
"quince" 6.43648826914289 8.04013547686018 4.49703610695055e-27 4.09455137537847e-24
"cabbage" 6.43951362160758 11.723165571041 8.55991840875423e-27 7.45494459329374e-24
"pear" 6.39680260876778 10.9278391253709 1.32714195531304e-26 1.09207312492586e-23
"cantaloupe" 6.38518821000617 10.0276772273551 1.36297878903432e-26 1.09207312492586e-23
"coconut" 6.37765787829319 10.4724516470854 1.59179886348897e-26 1.22635857825183e-23
"apricot" 6.29239960465222 12.0291476726689 5.62087187681741e-26 4.17006239127887e-23
"anise" 6.23899120925453 11.1574804306261 1.01248426139123e-25 7.24324008568847e-23
"gooseberry" 6.20893492859298 9.52572030014389 1.20042297256897e-25 8.29161122880313e-23
"elderberry" 6.16289334448174 8.4817149045031 1.64195043464145e-25 1.06201450916202e-22
"raisin" 6.20760062122193 12.0415835294099 1.64357494803168e-25 1.06201450916202e-22
"avocado" 6.11782475972137 8.69870115181429 3.09966450804142e-25 1.94029311751805e-22
"onion" 6.09860509061157 8.85452364430282 4.13403983835896e-25 2.45143470044142e-22
"pineapple" 6.11372735966447 9.80348704232394 4.16098945709193e-25 2.45143470044142e-22
"horseradish" 6.0780654983742 9.04257535366671 5.65703879722227e-25 3.23760411849027e-22
"kiwi" 6.03222080518271 7.87954851145777 7.78000411813984e-25 4.32892395806831e-22
"olive" 6.02662346802571 7.84861305968494 8.32726809696004e-25 4.50820289865423e-22
"rhubarb" 6.06055122764285 11.9682516032275 1.04690466038239e-24 5.51856506634729e-22
"beet" 5.99360920682507 7.50751637408746 1.23763859319954e-24 6.35670222061027e-22
"lime" 5.94600241158673 12.0589868452195 4.44825615590989e-24 2.22757547647578e-21
"watercress" 5.89600581838702 11.063464727003 7.59461710351254e-24 3.71043354147463e-21
"strawberry" 5.8645198453962 12.1621312516263 1.24448866240647e-23 5.9353219992057e-21
"pea" 5.76558131492558 12.0996708588333 4.28687733335569e-23 1.99698697359181e-20
"sage" 5.7493685302084 10.5795568333676 4.52789859933149e-23 2.06132583734566e-20
"nectarine" 5.63997288459361 10.4571976701961 1.7596256002287e-22 7.83268008848468e-20
"rutabaga" 5.61788332804865 10.9739702239619 2.45868559892165e-22 1.07065067895651e-19
"eggplant" 5.57779934136894 8.0818327301416 2.5275006137693e-22 1.07719925094495e-19
"lavender" 5.59410146593711 6.74818458702561 3.31581729960762e-22 1.38373200684251e-19
"tamarind" 5.55367558323751 9.71441458206161 4.77315979915177e-22 1.95124824360835e-19
"cherry" 5.66013099171328 4.41387956911585 1.17016263154868e-21 4.68790553451034e-19
"DOK5" -2.46071801263876 4.39407822781436 1.21105395778675e-06 0.000475659251537773
"ITPR1" -2.28598783095579 2.67629020276709 6.6053218016754e-06 0.00254444617325692
"ACOXL" -2.25317359895775 4.93806785833997 6.77528226124294e-06 0.00256067318820674
"DNTTIP2" -2.11492663146456 2.37470673687079 2.72726576594464e-05 0.0101166408440069
"THSD1" -2.05782329515773 6.5277244669584 3.05726240228367e-05 0.0111345496691171
"LAMC3" -2.05018811968871 5.91857862435991 3.41433735167982e-05 0.012212962766339
"ZFYVE26" -1.99243702943069 6.38030768412739 5.38329961702351e-05 0.0189180481804558
"NCK2" -1.9968297688098 2.84740165059404 6.97780297997787e-05 0.0240986847399891
"CYLD" -1.98466415987003 2.49283612807667 7.65612058937684e-05 0.0259931782247131
"N4BP2L1" -1.95804781158562 4.8833016518647 7.93854791206846e-05 0.0265028422044405
"AKAP5" -1.91768474352541 5.34699560755918 8.94203276089497e-05 0.0293635833169651
"KRT13" -1.91705114747344 5.30844877009138 9.14071761565098e-05 0.0295318894450169
"AL137164.1" -1.96168330650996 1.78836800780564 0.000101344625579795 0.0322227649998233
"HPD" -1.93143239342909 3.33644426538162 0.000109679430685957 0.0343279480636002
"CGRRF1" -1.88288410206341 6.94094264918684 0.000115262245744102 0.0355202776076939
"ZNF697" -1.92538122959107 2.3333110851778 0.000121897059860808 0.0369957576677551
"RP11-638I8.1" -1.87211771133588 6.00130516180604 0.000141835867942662 0.0424046906083503
"ATP6V0E1" -1.83985495075226 5.39127836274198 0.00016502212486343 0.0477536999522225
"MCF2L2" -1.83912249799745 6.73359460030518 0.000168290752162007 0.0477536999522225
"DLG3" -1.83904145025357 6.69026293294626 0.00016971215195176 0.0477536999522225
"ECHDC3" -1.8646299127594 4.25602396842908 0.000169978140780342 0.0477536999522225
"CCDC51" -1.83457290897843 6.8198918899565 0.000171647266564826 0.0477536999522225
"LRRC42" -1.83156406944361 5.40978448679674 0.00017633011917698 0.0482453038865954
"CTRC" -1.86729788102585 3.37429752502936 0.00017823136576347 0.0482453038865954
"PRKCQ" -1.82280015020335 5.78170356143992 0.000199682432039183 0.052873213412098
"GIGYF2" -1.86835758294497 1.94364831487217 0.000200607269697941 0.052873213412098
