"logFC" "logCPM" "PValue" "FDR"
"quince" -7.62610167648952 8.20579306774572 3.11472583333784e-34 3.41428049585799e-30
"pear" -7.54007338430717 11.0989843894963 3.40899655120362e-34 3.41428049585799e-30
"banana" -7.37420164315144 14.1362202024285 1.39655757540838e-33 9.32481493100176e-30
"oregano" -7.41181260243975 10.0523432494279 2.63774059668043e-33 1.30544501514052e-29
"thyme" -7.41010287961509 9.03490691568564 3.25856176711227e-33 1.30544501514052e-29
"watermelon" -7.12216357160494 11.0666025185252 7.08512527858588e-32 2.3653690742559e-28
"apricot" -7.04432774773329 12.1955193344665 1.55123301378147e-31 4.28582993359208e-28
"coriander" -7.03794852719 11.653050029528 1.91420116991748e-31 4.28582993359208e-28
"carrot" -7.07333009420168 10.5546281639296 2.03577000594566e-31 4.28582993359208e-28
"raspberry" -7.01438308528058 13.4449906635974 2.13959858898312e-31 4.28582993359208e-28
"artichoke" -7.04947847063505 10.4010927409479 2.72375973236482e-31 4.80412004402766e-28
"grapefruit" -7.07800299055619 9.12135019342046 2.87801110919734e-31 4.80412004402766e-28
"potato" -6.88877476014587 12.6391228068255 1.05290706598284e-30 1.62236780297709e-27
"arugula" -6.96897187105432 8.39080681569492 1.19433061679393e-30 1.70883118464279e-27
"pomegranate" -6.84042869313415 11.9236290992992 3.90895735235916e-30 5.11911676508448e-27
"cantaloupe" -6.83912278738516 10.2022055176261 4.08895553099455e-30 5.11911676508448e-27
"plantain" -6.82459901838363 10.5424527505165 6.29060970353711e-30 7.41218841009129e-27
"grape" -6.75481267204817 11.9456144795706 9.50659635798581e-30 1.05792573137119e-26
"pepper" -6.73558617861476 11.4341083061666 1.23386995417242e-29 1.24790022271227e-26
"parsnip" -6.75766460989405 10.8979108340566 1.24596897080752e-29 1.24790022271227e-26
"pea" -6.70846650067566 12.2673646762425 1.57094771812609e-29 1.4984597019897e-26
"wasabi" -6.70780939585557 10.5124544943352 3.60443653159812e-29 3.28183946202009e-26
"onion" -6.63450016688213 9.02165629595623 8.77072823171282e-29 7.4009529037702e-26
"cabbage" -6.5803155209897 11.8909925376964 8.86739901604936e-29 7.4009529037702e-26
"lime" -6.53227924490705 12.2308181998354 1.53552895239421e-28 1.23032721781633e-25
"gooseberry" -6.56582959011824 9.69587435721708 1.87293692004232e-28 1.44295382482183e-25
"tomato" -6.55412336295985 9.80573897912718 2.01806778534616e-28 1.49718206697292e-25
"okra" -6.63097746196409 7.52530553830881 2.47139500937336e-28 1.7680183368842e-25
"cauliflower" -6.47989645976165 12.0035742543745 2.69904367137335e-28 1.86429461314757e-25
"nectarine" -6.51163024301805 10.6181339049249 4.34387017133462e-28 2.90040211340013e-25
"sage" -6.47237411127751 10.740698433717 4.52589792499808e-28 2.92446004308505e-25
"horseradish" -6.50400689179121 9.21124638918906 4.82277936916083e-28 3.0189091732394e-25
"rhubarb" -6.43319246694481 12.1375818239405 5.2026966611814e-28 3.15803687333711e-25
"strawberry" -6.43211086460224 12.3281947563895 6.11576473791269e-28 3.60308480779791e-25
"turnip" -6.42295207165616 11.5871860045762 1.02595025508966e-27 5.8716598742003e-25
"avocado" -6.38724782038482 8.86728530634727 2.52318198848529e-27 1.39559722674087e-24
"coconut" -6.34507518939085 10.6490856219072 2.57785918772963e-27 1.39559722674087e-24
"olive" -6.38506292728942 8.02126745281259 4.04779144302082e-27 2.13371869460921e-24
"watercress" -6.28860937553788 11.2383740572285 6.13474186045341e-27 3.15089780017288e-24
"lavender" -6.42244419842703 6.9090400619438 8.11146843930909e-27 4.06202060769501e-24
"beet" -6.36103954753725 7.67202184120972 1.15131183368269e-26 5.62486032695074e-24
"anise" -6.08075298348827 11.3316775003664 7.73248261294701e-26 3.68784188618909e-23
"elderberry" -6.15431091938893 8.66349253281151 9.14869151027234e-26 4.26180092191314e-23
"rutabaga" -5.96737630083087 11.1424309891651 3.31877325828861e-25 1.51087152583589e-22
"raisin" -5.89197162589488 12.2181872013873 7.20146601078863e-25 3.20561257026905e-22
"pineapple" -5.91856032331879 9.98167024165991 9.19159524045632e-25 4.00254009264306e-22
"eggplant" -5.88627061012372 8.25437999021191 2.20670615133913e-24 9.40479381222852e-22
"tamarind" -5.81227299636322 9.88562262044218 3.14202965274065e-24 1.31120824945933e-21
"cherry" -5.85971713910233 4.59131323936694 4.77763553054722e-23 1.95307790433452e-20
"kiwi" -5.54988355080997 8.05880904582724 2.66735288235006e-22 1.06859491172708e-19
"AKAP8L" -1.96359424391715 7.82586263877888 5.31938828059751e-05 0.0208926797350291
"ABCG2" 1.78029561299632 6.4982798784066 0.000272007336192254 0.104780364447443
"PTPN3" -1.70105613629723 4.89324431585559 0.000498389175584843 0.187752300612864
"ADAMTS13" -1.69562330360474 3.8004381988784 0.000518990161780709 0.187752300612864
"KRT12" -1.68433078178169 5.87458928559974 0.000524504142797981 0.187752300612864
"KIF1B" 1.68061443345247 5.78560816266282 0.000524892857786451 0.187752300612864
"TNFRSF10D" -1.69479018593577 2.57877124434159 0.000558920731407621 0.196416511768878
"GLDC" 1.65847188479504 5.48873948997795 0.00062275795376921 0.215076975378466
"RARA" -1.66977418920468 4.63915996272044 0.000651423282790592 0.221163725043701
"GALP" 1.61305254890855 5.39458937903708 0.00091414154548089 0.305186154958795
"POLR2L" 1.60093644193587 2.94016523434156 0.00105109039670561 0.334867800423773
"SERPINB13" 1.60152965030138 4.09500825596067 0.00105349751394105 0.334867800423773
"TAS2R8" -1.57470860543645 7.36230357704102 0.00107043516854578 0.334867800423773
"WDR62" -1.59960214840797 4.34730909784338 0.00108004472890022 0.334867800423773
"CLPB" 1.57359986489088 7.29979227895801 0.00108663606547577 0.334867800423773
"TICRR" -1.59176275069871 3.88056625958454 0.00110907972551876 0.336605696694944
"PSMA4" -1.58275907845853 4.7657546069587 0.001162178392737 0.347456647536043
"ATF2" 1.57300582121527 4.92708964422892 0.0012400692900875 0.359385927925547
"PRKCQ" 1.56037576341197 5.76323758912826 0.00124904403354141 0.359385927925547
"SLC3A1" -1.57553436993534 4.93316738367437 0.00125590409639001 0.359385927925547
"SEPT9" -1.54895775270542 7.2121904901728 0.00129974482758528 0.366692797765644
"AL158839.1" 1.55217034407679 6.48451902690629 0.00137408428286503 0.377148029047557
"ZNF75A" -1.55856099633917 3.08737927868207 0.00138601213376017 0.377148029047557
"PCM1" 1.56317897520224 4.26539721099454 0.00141087699341564 0.377148029047557
"NCBP2" 1.55681427940531 4.41149153895508 0.00146034139939327 0.377148029047557
"TMEM92" -1.56066187922095 2.26816060441429 0.00146788672093898 0.377148029047557
"CYP2W1" -1.53931290590677 6.67084780613554 0.00147075031885912 0.377148029047557
"LAMC3" 1.53491805246904 5.68978152566124 0.00148051319001451 0.377148029047557
"RNF126" 1.5366709357778 5.94578554274539 0.00150397871991188 0.377148029047557
"EP400" 1.52919265292296 7.13170164134138 0.00150625741719358 0.377148029047557
"PRAMEF5" -1.5388103856246 6.72926239177897 0.00157929928080922 0.385083549504293
"CPA1" -1.53941122514481 4.07545658957724 0.00159413577613592 0.385083549504293
"FCN1" 1.54105896831194 4.06234165940694 0.00159562351399612 0.385083549504293
"PCSK2" 1.52615365040699 4.02876390207075 0.0017455962614321 0.41095145524495
"SAMD1" -1.52467664865723 4.66864433201939 0.00175270286760418 0.41095145524495
"EDEM1" -1.5275070445117 4.10620087718269 0.00176435650497058 0.41095145524495
"LRRC8C" -1.51036224173856 3.83917344325274 0.00187280342572157 0.431196843915273
"ZNF607" -1.51512218165087 4.66938549712521 0.00190152681505206 0.432835041276226
"SYT8" 1.50181777948165 5.41425586905934 0.00196357355602753 0.433372479474882
"KRTAP19-2" -1.49638288199845 5.82543193942029 0.00196886774996683 0.433372479474882
"POLR2I" 1.50374184316956 3.29948476553578 0.00197605841072678 0.433372479474882
"DNAH3" 1.51512739294577 2.46553765991005 0.00199042824180965 0.433372479474882
"SEPW1" 1.48599438364427 5.49774323518468 0.00212213617073264 0.45358842287933
"ADH6" -1.48107132048964 5.49700253725762 0.00212856630975273 0.45358842287933
"PLA2G5" 1.48858735992858 5.00109622823175 0.00217012728623319 0.457577049163547
"OGT" 1.48812110330225 3.36425315084213 0.00220986160004863 0.461101434485147
"NPY5R" -1.47836887147109 3.48374670009761 0.00229546069915685 0.473056473436739
"ITPR1" 1.49176195092113 2.23111762697568 0.00232754045696386 0.473056473436739
"ARHGAP44" -1.5307520106755 0.787575980005512 0.00233800563477795 0.473056473436739
"TMEM151B" -1.48026312204307 3.91395866001496 0.00238405788578953 0.477550635102502
"DFFA" -1.45308372236969 5.91938031195587 0.00264372582051307 0.520585614222881
"LRRIQ3" -1.45677588137368 6.11564193946513 0.0026689182036337 0.520585614222881
"INTS3" -1.4449433501748 5.56918011373422 0.00269112444375693 0.520585614222881
"WDR24" -1.4486030597754 6.0544220146885 0.00270285576751932 0.520585614222881
"LYPD5" 1.45614212765223 2.45189230755607 0.00285368135039795 0.544091900835029
"ERH" 1.43574799138043 6.80979892330512 0.00287922427679662 0.544091900835029
"DEPTOR" -1.45167844390414 4.25499114104807 0.00292113376198682 0.544546939375334
"PRR23B" 1.44016950968514 6.178232898337 0.00293600266849065 0.544546939375334
"ADIRF" 1.42445681667766 5.48659339461347 0.00312302470631928 0.57392025589249
"TMEM54" -1.44616308837732 1.76168356246194 0.00323886664253905 0.58979761560636
"RP11-447L10.1" 1.42271018858021 6.08334560695026 0.00332714412469043 0.600414630285351
"HYAL3" 1.41990212866981 4.94091956756679 0.00344275112260233 0.615729890507565
"HSF5" 1.40574837985975 6.20405499134725 0.00358612784157424 0.635696697297111
"RP11-248J23.7" 1.41082100666089 3.99920230295655 0.00375373712980965 0.655304533946253
"RUFY3" -1.40542751897868 2.88710719309429 0.00382457120546709 0.655304533946253
"TMEM55A" -1.39180935846902 6.84198963968897 0.00385145811040457 0.655304533946253
"POLA1" -1.41588902100463 2.39007103204411 0.00385291806657327 0.655304533946253
"EPHA3" 1.39559861917052 5.41205292655902 0.00386031326472257 0.655304533946253
"APOOL" -1.44698695365917 0.627806660702918 0.00397584397973543 0.665057363634931
"UFM1" -1.39043728422722 6.24954625246636 0.00399820977946443 0.665057363634931
"PROX2" -1.39194231361836 6.40845960748719 0.00406346280183411 0.665057363634931
"ING3" 1.38438618816007 5.64835777161422 0.0040724982411787 0.665057363634931
"RHD" -1.47818277885899 0.0667648660522983 0.00411401080437821 0.665057363634931
"FSCN2" 1.39415477328874 4.53644251224428 0.0041169743443029 0.665057363634931
"C12orf50" -1.39982629772401 2.04570320231379 0.00418712295742453 0.670978079681366
"SLC44A4" -1.38011677879103 5.85988907039235 0.00422815987401124 0.672176749494596
"PAPOLA" -1.37769772531263 6.57382752366814 0.00437296594376166 0.689723471019605
"FAM122B" 1.37870935711396 2.90862945260087 0.00449670677928601 0.698026278028645
"TARS" -1.37911742805048 3.17390362995748 0.0045031306034108 0.698026278028645
"VPS13C" -1.36934277946344 5.91497849336173 0.00453014907611821 0.698026278028645
"HIST1H3D" -1.36740525931927 3.53561328032105 0.00467963924546239 0.712966457634905
"NDUFB2" -1.37220285200219 3.72494276974256 0.00469829626118553 0.712966457634905
"SLC1A5" -1.36229865389121 5.56637660059831 0.00476465548421293 0.717600105295257
"SMIM1" -1.37618404627123 2.27439317389854 0.00485775364724594 0.725116486104202
"LINGO4" -1.36479415126816 4.5224540842715 0.00491704892470398 0.725116486104202
"APIP" -1.36349835443613 3.034828848299 0.00492634989662898 0.725116486104202
"GRIN3A" -1.34708558945069 7.25120451003414 0.00495936092038718 0.725116486104202
"ZFR2" 1.36115074678046 2.6889162337452 0.00516624818249421 0.740438238836482
"PSMD12" -1.44750113752608 -0.318553556616643 0.00522181259586484 0.740438238836482
"SLC4A11" 1.35103660246588 3.80563038443971 0.00522920604587896 0.740438238836482
"RP11-49K24.9" -1.35241498219922 4.89057917156808 0.00523230420159202 0.740438238836482
"COL4A3BP" 1.35814978437314 2.63326708402643 0.00528579620941211 0.740438238836482
"F5" 1.34734783652874 6.28707862949244 0.00528594020037028 0.740438238836482
"IQCJ-SCHIP1" -1.34080525643266 5.96724338571753 0.00540229652858633 0.740723683517793
"EIF2S3L" -1.34584927254602 3.49955976129363 0.00540784316847608 0.740723683517793
"KRTAP5-9" -1.33482859324042 5.96321383145924 0.00556271473486465 0.740723683517793
"SLC37A1" 1.34769888509771 4.01615113683648 0.00557476813043449 0.740723683517793
"RAB3C" 1.33869524304438 5.03862597724803 0.00563611798702794 0.740723683517793
"CA1" -1.32549540007397 7.02808535080921 0.00575375016669331 0.740723683517793
"BSPH1" -1.33033030597464 5.30597887368224 0.00577035652360464 0.740723683517793
"GPBP1L1" 1.32761928732133 5.40581123374105 0.00578466592188174 0.740723683517793
"HSPG2" -1.3284811019175 5.92280759577521 0.00579188420702049 0.740723683517793
"CRISPLD2" 1.47791017522155 -0.698193187871926 0.00582731573126813 0.740723683517793
"FUT5" 1.34133206090621 2.80146973915463 0.00583616968640053 0.740723683517793
"TTC38" 1.66470046819325 -1.94379949171718 0.0059853427502247 0.740723683517793
"FAM210B" 1.32217334114621 6.8657417999085 0.00599774762023291 0.740723683517793
"ZNF578" -1.32723531804517 3.44730371457779 0.00601325188181651 0.740723683517793
"OR5AP2" 1.38074230114242 0.746787615964584 0.0060763371706695 0.740723683517793
"KRTAP13-1" 1.32956877881962 4.61412460903775 0.006079946103379 0.740723683517793
"WIPF2" 1.33158197689003 4.18056678529414 0.00612417622134622 0.740723683517793
"CR1L" -1.33663146868025 4.31641714481299 0.00613344759224339 0.740723683517793
"LGR4" -1.33573049909377 2.44296140708808 0.00613419304770851 0.740723683517793
"NKX6-3" -1.32190848716552 5.25820121641798 0.00615455676110786 0.740723683517793
"CT45A7" 1.311874367429 7.25066211053968 0.00619052582639359 0.740723683517793
"OR51S1" -1.32661578355523 3.89254631145681 0.00620482970729109 0.740723683517793
"F7" -1.48880303143386 -0.948947311268693 0.00622827318228833 0.740723683517793
"C4orf45" 1.3152355925531 5.47691690985753 0.00626181337053121 0.740723683517793
"IL17RB" -1.31827817951814 5.10296842879978 0.00631721121704964 0.740723683517793
